,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side
819,1.0,0.0,1.0,35.0,0.0,0.0,216.0,9.0,40.0,721.0,3.0,123,1.0
820,3.0,0.0,1.0,44.0,0.0,684.0,0.0,605.0,0.0,0.0,1.0,332,2.0
821,1.0,0.0,1.0,19.0,0.0,0.0,6.0,1217.0,913.0,3.0,1.0,333,2.0
822,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64,1.0
823,2.0,0.0,1.0,30.0,0.0,0.0,3085.0,13.0,212.0,297.0,5.0,64,1.0
824,2.0,0.0,1.0,28.0,0.0,0.0,6285.0,0.0,1301.0,108.0,5.0,64,1.0
825,1.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
826,1.0,0.0,1.0,20.0,0.0,2.0,673.0,177.29552524527398,0.0,41.0,1.0,322,1.0
827,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,275,2.0
828,1.0,0.0,1.0,14.0,0.0,0.0,1141.0,0.0,0.0,7.0,1.0,323,1.0
829,1.0,0.0,1.0,20.0,0.0,0.0,671.0,56.0,0.0,0.0,1.0,337,2.0
830,0.0,0.0,1.0,45.0,0.0,0.0,92.0,202.0,271.0,362.0,1.0,324,1.0
831,1.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,394.0,327.0,1.0,325,1.0
832,3.0,0.0,1.0,42.0,0.0,247.0,0.0,27.0,707.0,32.0,0.0,0,0.0
833,1.0,0.0,1.0,23.0,0.0,690.0,4.0,10.0,0.0,0.0,1.0,340,2.0
834,1.0,0.0,1.0,43.0,0.0,0.0,22.0,0.0,6.0,879.0,2.0,279,2.0
835,3.0,0.0,1.0,20.0,0.0,532.0,0.0,747.0,10.0,0.0,1.0,329,1.0
836,3.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,329,1.0
837,3.0,0.0,1.0,20.0,0.0,477.0,812.0,0.0,0.0,0.0,1.0,329,1.0
838,1.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,282,2.0
839,1.0,0.0,1.0,17.0,0.0,1296.0,613.0,23.0,72.0,0.0,1.0,330,1.0
840,1.0,0.0,1.0,32.0,0.0,115.0,0.0,0.0,386.0,308.0,2.0,285,2.0
841,1.0,0.0,1.0,24.0,0.0,0.0,69.0,709.0,0.0,31.0,2.0,286,2.0
842,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,286,2.0
843,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,286,2.0
844,1.0,0.0,3.0,36.0,0.0,0.0,0.0,148.0,1220.0,2.0,1.0,345,2.0
845,3.0,0.0,1.0,27.0,0.0,157.0,0.0,2345.0,822.0,0.0,6.0,62,1.0
846,1.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,289,2.0
847,3.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,332,1.0
848,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,332,1.0
849,1.0,0.0,2.0,21.0,0.0,41.0,592.0,0.0,0.0,5.0,1.0,346,2.0
850,1.0,0.0,1.0,42.0,0.0,101.0,137.0,574.0,0.0,183.0,3.0,131,1.0
851,3.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,335,1.0
852,1.0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,290,2.0
853,1.0,0.0,2.0,36.0,0.0,2.0,0.0,177.29552524527398,606.0,140.0,1.0,340,1.0
854,2.0,0.0,2.0,28.0,0.0,0.0,75.0,0.0,4764.0,11.0,4.0,56,2.0
855,2.0,1.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56,2.0
856,1.0,0.0,1.0,22.0,0.0,9.0,8.0,796.0,5.0,181.0,1.0,350,2.0
857,1.0,0.0,1.0,18.0,0.0,234.0,0.0,298.0,317.0,0.0,2.0,292,2.0
858,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,293,2.0
859,1.0,0.0,1.0,32.0,0.0,0.0,71.0,177.29552524527398,338.0,0.0,1.0,343,1.0
860,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,282,1.0
861,1.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,294,2.0
862,1.0,1.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,294,2.0
863,3.0,1.0,2.0,38.0,0.0,0.0,0.0,177.29552524527398,0.0,0.0,1.0,351,2.0
864,3.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,351,2.0
865,3.0,0.0,1.0,22.0,0.0,379.0,87.0,453.0,22.0,1141.0,3.0,136,1.0
866,3.0,0.0,1.0,21.0,0.0,1282.0,0.0,6061.0,5.0,0.0,1.0,344,1.0
867,1.0,0.0,2.0,37.0,0.0,0.0,2.0,0.0,610.0,0.0,1.0,353,2.0
868,1.0,0.0,2.0,28.0,0.0,1402.0,220.0,0.0,0.0,0.0,3.0,108,2.0
869,1.0,0.0,1.0,15.0,0.0,18.0,1980.0,0.0,218.0,0.0,1.0,345,1.0
870,1.0,0.0,1.0,57.0,0.0,643.0,0.0,0.0,17.0,289.0,1.0,345,1.0
871,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,296,2.0
872,1.0,0.0,2.0,22.0,0.0,515.0,0.0,0.0,93.0,6.0,2.0,286,1.0
873,1.0,1.0,3.0,29.0,0.0,0.0,439.4842963318149,0.0,0.0,0.0,2.0,286,1.0
874,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,286,1.0
875,3.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,348,1.0
876,1.0,0.0,1.0,22.0,0.0,623.0,24.0,0.0,120.0,1662.0,1.0,359,2.0
877,3.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,110,2.0
878,1.0,0.0,1.0,64.0,0.0,0.0,467.0,0.0,351.0,0.0,2.0,300,2.0
879,1.0,0.0,1.0,21.0,0.0,33.0,319.0,297.0,0.0,0.0,1.0,360,2.0
880,1.0,0.0,1.0,35.0,0.0,246.0,207.0,338.0,0.0,0.0,3.0,111,2.0
881,1.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,287,1.0
882,1.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,1384.0,656.0,1.0,353,1.0
883,2.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,76,1.0
884,2.0,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,76,1.0
885,2.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,77,1.0
886,3.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,363,2.0
887,3.0,0.0,1.0,27.0,0.0,1182.0,0.0,42.0,0.0,0.0,1.0,364,2.0
888,1.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,301,2.0
889,3.0,0.0,1.0,22.0,0.0,603.0,0.0,200.0,0.0,0.0,6.0,57,2.0
890,2.0,0.0,1.0,33.0,0.0,0.0,11.0,689.0,355.0,6083.0,5.0,69,1.0
891,2.0,0.0,2.0,25.0,0.0,582.0,1080.0,0.0,14.0,5550.0,4.0,78,1.0
892,2.0,1.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78,1.0
893,2.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,79,1.0
894,2.0,0.0,2.0,47.0,0.0,0.0,1696.0,0.0,303.05244252873564,1.0,4.0,79,1.0
895,2.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,79,1.0
896,2.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,79,1.0
897,2.0,0.0,2.0,39.0,0.0,0.0,4205.0,0.0,167.0,0.0,5.0,62,2.0
898,1.0,0.0,2.0,27.0,0.0,1156.0,0.0,0.0,0.0,136.0,1.0,369,2.0
899,0.0,0.0,2.0,35.0,0.0,557.0,0.0,0.0,393.0,0.0,2.0,304,2.0
900,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,304,2.0
901,2.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,63,2.0
902,3.0,0.0,1.0,24.0,0.0,1286.0,2.0,1.0,0.0,0.0,1.0,373,2.0
903,3.0,0.0,1.0,19.0,0.0,908.0,0.0,845.0,0.0,0.0,1.0,359,1.0
904,3.0,0.0,1.0,33.0,0.0,128.0,0.0,574.0,0.0,260.0,6.0,65,1.0
905,1.0,0.0,1.0,19.0,0.0,0.0,0.0,262.0,29.0,448.0,1.0,360,1.0
906,3.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,114,2.0
907,1.0,0.0,1.0,47.0,0.0,0.0,439.4842963318149,376.0,3.0,7.0,2.0,294,1.0
908,3.0,1.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,362,1.0
909,3.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,379,2.0
910,3.0,0.0,1.0,27.0,0.0,39.0,0.0,378.0,240.0,652.0,1.0,363,1.0
911,2.0,0.0,1.0,31.0,0.0,0.0,891.0,0.0,3748.0,12.0,3.0,143,1.0
912,1.0,0.0,1.0,24.0,0.0,0.0,106.0,1126.0,0.0,60.0,1.0,380,2.0
913,2.0,0.0,2.0,31.0,0.0,19.0,607.0,0.0,303.05244252873564,2756.0,7.0,15,2.0
914,2.0,1.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64,2.0
915,2.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64,2.0
916,2.0,0.0,1.0,27.0,0.0,0.0,2588.0,0.0,22.0,2149.0,5.0,64,2.0
917,3.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,365,1.0
918,3.0,0.0,2.0,28.0,0.0,3529.0,0.0,65.0,3.0,59.0,1.0,365,1.0
919,3.0,0.0,1.0,51.0,0.0,311.0,0.0,338.0,741.0,0.0,1.0,365,1.0
920,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,303.05244252873564,0.0,1.0,365,1.0
921,1.0,0.0,1.0,56.0,0.0,0.0,35.0,4661.0,1641.0,0.0,2.0,310,2.0
922,3.0,0.0,0.0,28.65814620162446,0.0,261.0,0.0,2338.0,0.0,0.0,1.0,381,2.0
923,3.0,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,381,2.0
924,3.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,381,2.0
925,1.0,1.0,3.0,32.0,0.0,0.0,0.0,0.0,303.05244252873564,0.0,2.0,301,1.0
926,1.0,0.0,3.0,28.0,0.0,0.0,547.0,0.0,10.0,0.0,1.0,366,1.0
927,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,302,1.0
928,3.0,0.0,3.0,35.0,0.0,809.0,0.0,830.0,0.0,0.0,1.0,382,2.0
929,3.0,0.0,1.0,33.0,1.0,1651.0,0.0,14.0,245.0,0.0,1.0,382,2.0
930,1.0,1.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,311,2.0
931,1.0,0.0,1.0,26.0,0.0,407.0,191.0,53.0,0.0,133.0,2.0,306,1.0
932,1.0,0.0,2.0,25.0,0.0,599.0,0.0,1.0,0.0,0.0,1.0,383,2.0
933,1.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,145.0,1961.0,1.0,367,1.0
934,1.0,0.0,1.0,23.0,0.0,2.0,439.4842963318149,689.0,827.0,0.0,1.0,384,2.0
935,3.0,0.0,1.0,45.0,0.0,1285.0,4.0,7.0,1.0,0.0,3.0,119,2.0
936,1.0,0.0,2.0,50.0,0.0,21.0,1.0,0.0,185.0,530.0,1.0,371,1.0
937,1.0,0.0,1.0,24.0,0.0,0.0,0.0,666.0,221.0,1.0,2.0,308,1.0
938,2.0,0.0,1.0,54.0,0.0,0.0,225.0,129.0,303.05244252873564,12226.0,4.0,80,1.0
939,2.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80,1.0
940,1.0,0.0,1.0,19.0,0.0,0.0,0.0,317.0,632.0,0.0,1.0,373,1.0
941,2.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,67,1.0
942,2.0,0.0,2.0,28.0,0.0,1.0,1656.0,140.0,4160.0,430.0,6.0,67,1.0
943,3.0,0.0,2.0,39.0,0.0,27.0,0.0,81.0,974.0,0.0,1.0,388,2.0
944,1.0,0.0,1.0,20.0,0.0,9.0,52.0,1.0,638.0,105.0,1.0,389,2.0
945,1.0,0.0,1.0,30.0,0.0,1624.0,0.0,0.0,600.0,105.0,2.0,314,2.0
946,1.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,317,2.0
947,2.0,0.0,2.0,36.0,0.0,0.0,1427.0,0.0,1311.0,84.0,4.0,81,1.0
948,1.0,0.0,1.0,33.0,0.0,1844.0,213.0,131.0,439.0,0.0,1.0,392,2.0
949,3.0,0.0,1.0,30.0,0.0,143.0,0.0,906.0,0.0,0.0,3.0,123,2.0
950,1.0,0.0,1.0,25.0,0.0,102.0,0.0,257.0,1260.0,0.0,3.0,145,1.0
951,3.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,377,1.0
952,1.0,0.0,1.0,23.0,0.0,0.0,901.0,7.0,0.0,0.0,2.0,313,1.0
953,1.0,1.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,322,2.0
954,3.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395,2.0
955,3.0,1.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395,2.0
956,1.0,0.0,3.0,24.0,0.0,85.0,225.0,11.0,53.0,835.0,1.0,382,1.0
957,3.0,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,384,1.0
958,3.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,147,1.0
959,1.0,0.0,1.0,44.0,0.0,40.0,117.0,0.0,214.0,387.0,1.0,385,1.0
960,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,316,1.0
961,1.0,0.0,0.0,15.0,0.0,262.0,0.0,0.0,391.0,151.0,1.0,397,2.0
962,2.0,1.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,148,1.0
963,3.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,388,1.0
964,3.0,0.0,1.0,47.0,0.0,878.0,824.0,1.0,389.0,0.0,1.0,388,1.0
965,3.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,149,1.0
966,3.0,0.0,1.0,28.65814620162446,0.0,664.0,126.0,40.0,11.0,1068.0,1.0,389,1.0
967,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,319,1.0
968,2.0,0.0,1.0,30.0,0.0,0.0,2052.0,4.0,465.0,117.0,5.0,77,1.0
969,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,320,1.0
970,1.0,0.0,1.0,23.0,0.0,0.0,0.0,634.0,0.0,87.0,2.0,321,1.0
971,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,321,1.0
972,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,321,1.0
973,2.0,0.0,2.0,42.0,1.0,0.0,305.0,0.0,327.0,7046.0,4.0,84,1.0
974,1.0,0.0,1.0,22.0,0.0,286.0,1217.0,0.0,0.0,10.0,1.0,401,2.0
975,1.0,0.0,1.0,21.0,0.0,208.0,78.0,0.0,0.0,424.0,2.0,325,2.0
976,1.0,0.0,2.0,28.0,0.0,637.0,11.0,1.0,0.0,52.0,1.0,392,1.0
977,3.0,0.0,1.0,35.0,0.0,904.0,688.0,112.0,994.0,0.0,6.0,64,2.0
978,3.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,403,2.0
979,1.0,1.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,326,2.0
980,1.0,0.0,1.0,30.0,0.0,0.0,439.4842963318149,724.0,0.0,0.0,2.0,326,2.0
981,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,326,2.0
982,2.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,61,2.0
983,2.0,0.0,1.0,15.0,0.0,0.0,411.0,0.0,1757.0,4411.0,4.0,61,2.0
984,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,405,2.0
985,3.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,405,2.0
986,3.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,405,2.0
987,1.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,325,1.0
988,1.0,0.0,2.0,21.0,0.0,0.0,722.0,0.0,0.0,0.0,1.0,406,2.0
989,1.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,326,1.0
990,1.0,0.0,1.0,24.0,0.0,130.0,5.0,0.0,283.0,302.0,2.0,329,2.0
991,0.0,1.0,3.0,6.0,0.0,0.0,439.4842963318149,0.0,0.0,0.0,2.0,332,2.0
992,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,332,2.0
993,1.0,0.0,1.0,21.0,0.0,308.0,367.0,1.0,0.0,108.0,2.0,332,2.0
994,1.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,332,2.0
995,0.0,0.0,1.0,20.0,0.0,0.0,0.0,715.0,7.0,1.0,1.0,408,2.0
996,3.0,0.0,2.0,27.0,0.0,1226.0,194.0,92.0,18.0,0.0,1.0,397,1.0
997,3.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,409,2.0
998,2.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71,2.0
999,2.0,0.0,2.0,53.0,0.0,0.0,4829.0,0.0,7.0,350.0,5.0,71,2.0
1000,2.0,0.0,1.0,41.0,0.0,1.0,2852.0,0.0,67.0,59.0,5.0,71,2.0
1001,2.0,0.0,2.0,32.0,0.0,0.0,5950.0,462.0,4257.0,71.0,5.0,71,2.0
1002,2.0,0.0,1.0,27.0,0.0,0.0,5931.0,0.0,110.0,1125.0,5.0,71,2.0
1003,1.0,0.0,1.0,31.0,0.0,767.0,0.0,8.0,3.0,0.0,1.0,399,1.0
1004,1.0,0.0,1.0,20.0,0.0,219.26626936829558,0.0,0.0,449.0,86.0,3.0,152,1.0
1005,1.0,0.0,1.0,19.0,0.0,0.0,0.0,82.0,590.0,0.0,1.0,400,1.0
1006,3.0,1.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,403,1.0
1007,1.0,0.0,1.0,35.0,0.0,219.26626936829558,0.0,43.0,1.0,880.0,1.0,404,1.0
1008,3.0,1.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,405,1.0
1009,1.0,0.0,2.0,22.0,0.0,240.0,1974.0,0.0,0.0,152.0,2.0,330,1.0
1010,1.0,0.0,1.0,46.0,0.0,258.0,57.0,0.0,0.0,654.0,1.0,406,1.0
1011,1.0,0.0,1.0,16.0,0.0,32.0,9.0,0.0,0.0,1408.0,1.0,406,1.0
1012,1.0,0.0,1.0,14.0,0.0,425.0,0.0,295.0,0.0,50.0,2.0,336,2.0
1013,0.0,0.0,1.0,13.0,0.0,51.0,0.0,0.0,303.05244252873564,0.0,2.0,332,1.0
1014,1.0,1.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,337,2.0
1015,1.0,0.0,1.0,15.0,0.0,0.0,939.0,10.0,0.0,0.0,1.0,416,2.0
1016,1.0,0.0,1.0,32.0,0.0,0.0,126.0,692.0,0.0,1055.0,2.0,333,1.0
1017,2.0,0.0,2.0,26.0,0.0,399.0,5722.0,0.0,39.0,3155.0,5.0,73,2.0
1018,2.0,0.0,1.0,42.0,0.0,0.0,1311.0,0.0,63.0,954.0,5.0,73,2.0
1019,1.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,337,1.0
1020,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1021,1.0,0.0,1.0,35.0,0.0,344.0,530.0,0.0,1.0,9.0,2.0,340,1.0
1022,1.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,340,1.0
1023,1.0,0.0,3.0,24.0,0.0,0.0,618.0,177.29552524527398,303.05244252873564,0.0,3.0,154,1.0
1024,1.0,1.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,342,1.0
1025,2.0,0.0,1.0,37.0,0.0,210.0,4618.0,0.0,17.0,492.0,4.0,62,2.0
1026,2.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62,2.0
1027,1.0,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,346,1.0
1028,1.0,0.0,1.0,35.0,0.0,0.0,445.0,451.0,3.0,0.0,1.0,427,2.0
1029,1.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,872.0,1.0,422,1.0
1030,3.0,0.0,1.0,26.0,0.0,1775.0,0.0,28.0,0.0,796.0,0.0,0,0.0
1031,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,428,2.0
1032,3.0,1.0,1.0,8.0,0.0,0.0,439.4842963318149,0.0,0.0,0.0,1.0,428,2.0
1033,1.0,0.0,1.0,44.0,0.0,0.0,74.0,177.29552524527398,0.0,0.0,1.0,426,1.0
1034,1.0,0.0,1.0,20.0,0.0,152.0,770.0,0.0,0.0,26.0,1.0,430,2.0
1035,1.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,147.0,872.0,2.0,350,2.0
1036,1.0,0.0,1.0,31.0,0.0,0.0,46.0,29.0,84.0,617.0,1.0,432,2.0
1037,1.0,0.0,2.0,16.0,0.0,0.0,1.0,0.0,19.0,878.0,1.0,434,2.0
1038,1.0,1.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,353,2.0
1039,1.0,0.0,1.0,22.0,0.0,11.0,399.0,79.0,0.0,297.0,2.0,349,1.0
1040,1.0,0.0,1.0,39.0,0.0,0.0,439.4842963318149,0.0,593.0,21.0,1.0,436,2.0
1041,2.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,81,1.0
1042,2.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,81,1.0
1043,2.0,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,82,1.0
1044,1.0,0.0,3.0,24.0,0.0,286.0,31.0,208.0,207.0,39.0,2.0,351,1.0
1045,1.0,0.0,2.0,53.0,0.0,13.0,522.0,0.0,137.0,1.0,2.0,353,1.0
1046,1.0,0.0,2.0,19.0,0.0,0.0,5.0,573.0,124.0,0.0,0.0,0,0.0
1047,3.0,0.0,1.0,24.0,0.0,693.0,0.0,727.0,0.0,2.0,1.0,444,2.0
1048,3.0,0.0,1.0,31.0,0.0,1423.0,0.0,686.0,0.0,0.0,3.0,131,2.0
1049,1.0,0.0,1.0,27.0,0.0,0.0,674.0,0.0,951.0,0.0,3.0,132,2.0
1050,1.0,0.0,3.0,57.0,0.0,0.0,545.0,0.0,0.0,0.0,1.0,446,2.0
1051,2.0,0.0,1.0,26.0,0.0,132.0,2576.0,0.0,2060.0,3.0,8.0,1,1.0
1052,1.0,0.0,0.0,15.0,0.0,167.0,0.0,532.0,0.0,89.0,3.0,133,2.0
1053,3.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,447,2.0
1054,1.0,0.0,3.0,27.0,0.0,142.0,0.0,99.0,232.0,0.0,2.0,357,2.0
1055,3.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,436,1.0
1056,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,310.71003097450557,2.0,358,2.0
1057,1.0,0.0,0.0,15.0,0.0,0.0,465.0,494.0,0.0,18.0,3.0,160,1.0
1058,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,360,2.0
1059,1.0,0.0,1.0,21.0,0.0,12.0,555.0,0.0,0.0,882.0,1.0,450,2.0
1060,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,360,2.0
1061,1.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,361,2.0
1062,1.0,0.0,1.0,46.0,0.0,0.0,0.0,969.0,1.0,0.0,1.0,440,1.0
1063,0.0,1.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17,2.0
1064,2.0,1.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,17,2.0
1065,2.0,0.0,2.0,40.0,0.0,224.0,5672.0,177.29552524527398,663.0,779.0,5.0,74,2.0
1066,2.0,0.0,1.0,44.0,0.0,0.0,18.0,0.0,980.0,2601.0,5.0,74,2.0
1067,1.0,0.0,2.0,27.0,0.0,0.0,3.0,0.0,0.0,1917.0,1.0,452,2.0
1068,1.0,0.0,1.0,55.0,0.0,48.0,0.0,127.0,929.0,131.0,1.0,453,2.0
1069,1.0,0.0,1.0,24.0,0.0,0.0,1606.0,0.0,0.0,2.0,3.0,135,2.0
1070,1.0,0.0,1.0,27.0,0.0,76.0,0.0,1.0,27.0,865.0,1.0,454,2.0
1071,2.0,0.0,2.0,33.0,0.0,0.0,2333.0,0.0,106.0,896.0,5.0,77,2.0
1072,2.0,1.0,2.0,35.0,0.0,0.0,439.4842963318149,0.0,0.0,0.0,5.0,77,2.0
1073,2.0,1.0,1.0,33.0,0.0,0.0,439.4842963318149,0.0,0.0,0.0,6.0,67,2.0
1074,1.0,0.0,1.0,34.0,0.0,0.0,439.4842963318149,0.0,529.0,0.0,1.0,443,1.0
1075,2.0,0.0,2.0,37.0,0.0,567.0,32.0,0.0,1273.0,11632.0,5.0,78,2.0
1076,1.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,361,1.0
1077,1.0,0.0,1.0,45.0,0.0,1259.0,210.0,0.0,0.0,1.0,1.0,444,1.0
1078,1.0,0.0,1.0,14.0,0.0,0.0,25.0,116.0,897.0,2.0,1.0,462,2.0
1079,1.0,0.0,3.0,28.65814620162446,0.0,0.0,20.0,36.0,0.0,788.0,2.0,363,1.0
1080,1.0,0.0,1.0,56.0,0.0,0.0,6.0,0.0,406.0,355.0,2.0,368,2.0
